Nazwa zespołu,Nazwa płyty,"wydanie
",Stan płyty 1-10,Dostępna? (T/N),Zdjęcie front (opcjonalne),Zdjęcie back (opcjonalne),Zdjęcie płyta (opcjonalne),Cena (zł)
Blues Brothers,The Best Of Blues Brothers,GER,EX+,,https://img.discogs.com/IjKzGldwAvWP6Eq4jxZGFUG3gAM=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1029456-1364457203-2772.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/811nOsWtUlL._SL1500_.jpg,https://img.discogs.com/k9jE9HopHMZGHhH1Xg1sqN9z_Tc=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2039435-1306884808.jpeg.jpg,50 ZŁ
Bob Dylan,New Morning 1st press,UK,EX/EX+,,https://img.discogs.com/lIjxQE7vgIEbuPLIlm5AxZhgVas=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1485331-1312855985.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Bob_Dylan_-_New_Morning.jpg/220px-Bob_Dylan_-_New_Morning.jpg,https://img.discogs.com/0cz46oa9lHVLHFHcemvB0BeA9ko=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1485331-1312855985.jpeg.jpg,80 ZŁ
Bob Dylan,Oh Mercy,HOL,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Bob_Dylan_-_Oh_Mercy.jpg/220px-Bob_Dylan_-_Oh_Mercy.jpg,https://img.discogs.com/C1CoR98LyFn8GFeKKqAh7OER0N0=/fit-in/600x592/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-831310-1363544125-8359.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/0/01/Bob_Dylan_-_Oh_Mercy.jpg,75 ZŁ
Bob Dylan,Self Portrait 2 LP,UK,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Bob_Dylan_-_Self_Portrait.jpg/220px-Bob_Dylan_-_Self_Portrait.jpg,https://img.discogs.com/q3MMrMB9RxzREOGOW-R7ONHfPBg=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3292109-1469788046-7710.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/7/77/Bob_Dylan_-_Self_Portrait.jpg,90 ZŁ
Bob Dylan,The Freewheelin...,HOL,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Bob_Dylan_-_The_Freewheelin%27_Bob_Dylan.jpg/220px-Bob_Dylan_-_The_Freewheelin%27_Bob_Dylan.jpg,https://images-na.ssl-images-amazon.com/images/I/81bANXfbb0L._SY355_.jpg,https://upload.wikimedia.org/wikipedia/en/d/d6/Bob_Dylan_-_The_Freewheelin%27_Bob_Dylan.jpg,80 ZŁ
Bob Marley,Confrontation,UK,EX-,,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/BobMarley-Confrontation.jpg/220px-BobMarley-Confrontation.jpg,https://i.ytimg.com/vi/dwrb17ofnDU/maxresdefault.jpg,https://upload.wikimedia.org/wikipedia/en/b/bb/BobMarley-Confrontation.jpg,60 ZŁ
Bob Marley,Exodus,UK,EX-,,https://www.udiscovermusic.com/wp-content/uploads/2017/07/Bob-Marley-and-The-Wailers-Exodus-album-cover-web-optimised-820.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Bob_Marley_and_the_Wailers_-_Exodus.png/220px-Bob_Marley_and_the_Wailers_-_Exodus.png,https://img.discogs.com/Mj2GK6ibY2tzq1010mSVE7ecwNo=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-525689-1543578373-3980.jpeg.jpg,60 ZŁ
Bobby McFerrin,Simple Pleasures,GER,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Simple_Pleasures_cover.jpg/220px-Simple_Pleasures_cover.jpg,https://img.discogs.com/cMSpaJTwv417ZThVkHlzd69UmoI=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-542712-1235104156.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/c/c7/Simple_Pleasures_cover.jpg,35 ZŁ
Bonnie Raitt,Nick Of Time,UK,EX,,https://upload.wikimedia.org/wikipedia/en/1/1e/BonnieRaittNickofTime.jpg,https://img.discogs.com/aEOOgIu4shduB_vNPd5B411wWU4=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2985174-1376885119-2504.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/71ZFt2ZEINL._SX355_.jpg,55 ZŁ
Bonnie Tyler,Hide Your Heart,HOL,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/2/23/Hide_Your_Heart_Front_Cover.jpg/220px-Hide_Your_Heart_Front_Cover.jpg,https://img.discogs.com/Xchuppg6JPMkQbZAuSMINkINb9U=/fit-in/500x500/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-5461241-1393953134-1265.jpeg.jpg,https://images.eil.com/large_image/BONNIE_TYLER_ESCONDE%2BTU%2BCORAZON-234201.jpg,35 ZŁ
Booker T. & The Mg's,GER,EX,EX-,,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=289579461108998,http://www.onlineworldofwrestling.com/wp-content/uploads/2012/03/Booker-T.jpg,https://thehill.com/sites/default/files/styles/article_full/public/blogs/bookert.jpg?itok=0vqF0DuB,50 ZŁ
Boston,Don't Look Back,UK,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/3/3f/Boston_-_Don%27t_Look_Back.jpg/220px-Boston_-_Don%27t_Look_Back.jpg,https://img.discogs.com/Q_BbJ75GCjJwjb0lfrzlEi4t3oQ=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-371865-1428079505-3690.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/3/3f/Boston_-_Don%27t_Look_Back.jpg,40 ZŁ
Boston,Third Stage,GER,VG+/EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Boston_-_Third_Stage.jpg/220px-Boston_-_Third_Stage.jpg,https://img.discogs.com/Fqz0-HVVNlsBAFLe72dR8-QTx8k=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-577093-1363730489-8762.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/2/24/Boston_-_Third_Stage.jpg,30 ZŁ
Boy George,Sold,UK,VG+,,https://img.discogs.com/lSt0Gor3UrO87wdngP7f8n7uaJs=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1676306-1268088021.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/Sold_1987.jpg/220px-Sold_1987.jpg,https://img.discogs.com/XOA7ZX3Ib2GdMSFPSK1snvvgoPQ=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1303327-1258274202.jpeg.jpg,25 ZŁ
Branford Marsalis,Crazy People Music,USA,SS,,https://cdn-s3.allmusic.com/release-covers/500/0000/766/0000766063.jpg,https://img.discogs.com/T5OAk7NgX5f_jFZq_8YKprw1LK4=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-5102149-1384547164-2886.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Branford_marsalis_crazy_people_music.jpg/220px-Branford_marsalis_crazy_people_music.jpg,60 ZŁ
Brian Eno,Before And After Science,UK,EX,,https://www.udiscovermusic.com/wp-content/uploads/2017/08/Brian-Eno-Before-And-After-Science-Album-Cover-web-720.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Beforeandafterscience.jpg/220px-Beforeandafterscience.jpg,https://www.udiscovermusic.com/wp-content/uploads/2019/11/Brian-Eno-Before-And-After-Science-album-cover-820.jpg,100 ZŁ
Brian Eno,Here Come The Warm Jets,GER,EX,,https://www.udiscovermusic.com/wp-content/uploads/2018/01/Brian-Eno-Here-Come-The-Warm-Jets-album-cover-web-optimised-820.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Warmjetsvinyl.jpg/220px-Warmjetsvinyl.jpg,https://images-na.ssl-images-amazon.com/images/I/51S2KFVAJDL.jpg,100 ZŁ
Brian Eno / David Byrne,My Life In The...,GER,EX,,https://img.discogs.com/8VYIzZGjQMECNKaeMlp5aUkaPSA=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-27566-1476737541-9778.jpeg.jpg,https://media.pitchfork.com/photos/5929a421ea9e61561daa4e23/1:1/w_320/0b7d0b88.jpg,https://img.discogs.com/3ECsDtB8RGQDe8lPGOfMl40GrRI=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-27566-1476737541-9778.jpeg.jpg,65 ZŁ
Bruce Springsteeen,Human Touch,HOL,EX+,,https://upload.wikimedia.org/wikipedia/en/5/5f/Bruce_Springsteen_-_Human_Touch_-_coverart_-_I.jpg,https://img.discogs.com/P9XI9VqNP8bLNm41iNtgVFn7KYA=/fit-in/600x597/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1154504-1461764400-6042.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Bruce_Springsteen_-_Human_Touch_-_coverart_-_II.jpg/220px-Bruce_Springsteen_-_Human_Touch_-_coverart_-_II.jpg,65 ZŁ
Bruce Springsteen,Born In The USA,UK,EX-,,https://upload.wikimedia.org/wikipedia/en/thumb/3/31/BruceBorn1984.JPG/220px-BruceBorn1984.JPG,https://static.stereogum.com/uploads/2014/06/bruce-608x608.jpg,https://consequenceofsound.net/wp-content/uploads/2014/09/bruce-springsteen-born-in-the-usa.jpg?quality=80&w=807,35 ZŁ
Bruce Springsteen,Darkness...,HOL,NM,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fewedit.files.wordpress.com%2F2018%2F06%2Fbruce-springsteen-2.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/BruceSpringsteenDarknessontheEdgeofTown.jpg/220px-BruceSpringsteenDarknessontheEdgeofTown.jpg,http://www.covermesongs.com/wp-content/uploads/2010/11/DarknessontheEdgeofTown-400x400.jpg,40 ZŁ
Bruce Springsteen,Human Touch,HOL,EX,,https://upload.wikimedia.org/wikipedia/en/5/5f/Bruce_Springsteen_-_Human_Touch_-_coverart_-_I.jpg,https://img.discogs.com/_1H_9pHG2TMEqEtukDoJmnUJKXU=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2533338-1467915962-7907.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/715FKdwhQDL._SY355_.jpg,60 ZŁ
Bruce Springsteen,Live 1975-1985 box 5 LP,HOL,EX+,,https://www.popsike.com/pix/20121223/310545868263.jpg,https://images-na.ssl-images-amazon.com/images/I/71k8-Aaih3L._SL1500_.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/Bruce_Springsteen_Live_75-85.jpg/220px-Bruce_Springsteen_Live_75-85.jpg,120 ZŁ
Bruce Springsteen,Lucky Town,HOL,EX,,https://upload.wikimedia.org/wikipedia/en/2/25/Lucky_Town.jpg,https://img.discogs.com/SI18o9jqwZjgaTeorIreBXsuPmM=/fit-in/600x597/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1137878-1441734508-8420.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Lucky_Town.jpg/220px-Lucky_Town.jpg,80 ZŁ
Bruce Springsteen,Nebraska,UK,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Bruce_Springsteen_-_Nebraska.jpg/220px-Bruce_Springsteen_-_Nebraska.jpg,https://img.discogs.com/h2XJLHTAA4wJwmEaPGPNW4Md52w=/fit-in/600x585/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-648676-1414015673-5124.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/9/94/Bruce_Springsteen_-_Nebraska.jpg,50 ZŁ
Bruce Springsteen,Nebraska,HOL,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Bruce_Springsteen_-_Nebraska.jpg/220px-Bruce_Springsteen_-_Nebraska.jpg,https://img.discogs.com/h2XJLHTAA4wJwmEaPGPNW4Md52w=/fit-in/600x585/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-648676-1414015673-5124.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/9/94/Bruce_Springsteen_-_Nebraska.jpg,65 ZŁ
Bruce Springsteen,Tunnel Of Love,HOL,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/TunnelOfLove1987.JPG/220px-TunnelOfLove1987.JPG,https://images-na.ssl-images-amazon.com/images/I/81hsS5W8FTL._SY355_.jpg,https://upload.wikimedia.org/wikipedia/en/a/a7/TunnelOfLove1987.JPG,55 ZŁ
Bryan Adams,Waking Up The Neighbours 2 LP,UK,NM,,https://img.discogs.com/Fbvn-qIVsptRqOp7jTMkoDyG1xs=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-534189-1137202035.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/51gDpUxqaoL._SY355_.jpg,https://img.discogs.com/q7ZDIHr8h0uFwrFKSlRNf4g0Nf0=/fit-in/500x500/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2659680-1473138011-6439.jpeg.jpg,65 ZŁ
Buddy Miles,Bicentennial,USA,EX,,https://img.discogs.com/BarV7po9nSCoT4yQmEsHcj4U4d0=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-627707-1241945481.jpeg.jpg,https://i.pinimg.com/originals/cd/91/30/cd9130f61468e2fe6d05896bfff80a4b.jpg,https://img.discogs.com/NG520KlspmID6tvKxvwXpp6WhSE=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-4586410-1462801790-3551.bmp.jpg,60 ZŁ
Buddy Miles,More Miles per Gallon,USA,EX+,,https://img.discogs.com/30YovFbt9ERiS2688i8YwnXS98s=/fit-in/600x596/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1765504-1241943252.jpeg.jpg,https://cdn.shopify.com/s/files/1/0179/9731/products/01-23-2020-09031.jpg?v=1579806390,https://img.discogs.com/ErynymP5Ghq9UNvs532k1t4ZNw8=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1765504-1241943252.jpeg.jpg,40 ZŁ
Buddy Miles,More Miles Per Gallon,USA,EX,,https://img.discogs.com/30YovFbt9ERiS2688i8YwnXS98s=/fit-in/600x596/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1765504-1241943252.jpeg.jpg,https://cdn.shopify.com/s/files/1/0179/9731/products/01-23-2020-09031.jpg?v=1579806390,https://img.discogs.com/ErynymP5Ghq9UNvs532k1t4ZNw8=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1765504-1241943252.jpeg.jpg,60 ZŁ
Buddy Miles,We Got To Love Together,GER,EX-,,https://i.ytimg.com/vi/h0EnAmUUzlM/hqdefault.jpg,https://img.discogs.com/c6z7i6BN6Ro1z5CAM-X9QyIPlVk=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-4468591-1379363428-4982.jpeg.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a5/Buddy-Miles.jpg,100 ZŁ
Buffalo Tom,Birdbrain,GER,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/Birdbrain_%28album%29.jpg/220px-Birdbrain_%28album%29.jpg,https://img.discogs.com/UeRE9oU00ymBAQGSHMLv68dzrdo=/fit-in/600x603/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-860660-1166372885.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/a/a8/Birdbrain_%28album%29.jpg,80 ZŁ
Camel,A Live Record 2 LP,UK,NM,,https://img.discogs.com/T2dJdHFdBGMIFzs35m4qouzWWP8=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1663491-1280725726.jpeg.jpg,https://i.pinimg.com/originals/3e/11/43/3e1143495535e317e272e814b9600fc0.jpg,https://img.discogs.com/wkwaXEEdV2a9p3AVSwB0cRtjagY=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-4506215-1555259390-2420.jpeg.jpg,70 ZŁ
Camel,Live Record 2 LP,UK,3xNM 1xVG+,,https://img.discogs.com/T2dJdHFdBGMIFzs35m4qouzWWP8=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1663491-1280725726.jpeg.jpg,https://i.pinimg.com/originals/3e/11/43/3e1143495535e317e272e814b9600fc0.jpg,https://img.discogs.com/wkwaXEEdV2a9p3AVSwB0cRtjagY=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-4506215-1555259390-2420.jpeg.jpg,65 ZŁ
Camel,Moonmadness,UK,EX+,,https://www.udiscovermusic.com/wp-content/uploads/2015/12/Camel-Moonmadness-Album-Cover-Web-Optimised-820.jpg,http://www.progarchives.com/progressive_rock_discography_covers/50/cover_15882072019_r.jpg,https://i2.wp.com/musicaficionado.blog/wp-content/uploads/2017/12/Moonmadness-Front-cover.jpg?resize=720%2C720&ssl=1,70 ZŁ
Camel,Moonmadness,USA,EX-,,https://www.udiscovermusic.com/wp-content/uploads/2015/12/Camel-Moonmadness-Album-Cover-Web-Optimised-820.jpg,http://www.progarchives.com/progressive_rock_discography_covers/50/cover_15882072019_r.jpg,https://i2.wp.com/musicaficionado.blog/wp-content/uploads/2017/12/Moonmadness-Front-cover.jpg?resize=720%2C720&ssl=1,60 ZŁ
Camel,Nude,USA,EX/EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Nude_%28Camel_album_-_cover_art%29.jpg/220px-Nude_%28Camel_album_-_cover_art%29.jpg,https://www.udiscovermusic.com/wp-content/uploads/2017/01/Nude.jpg,https://upload.wikimedia.org/wikipedia/en/e/e2/Nude_%28Camel_album_-_cover_art%29.jpg,45 ZŁ
Camel,Pressure Points Live,UK,EX/EX+,,https://img.discogs.com/2VnRyrVY97RKrG7DkbA1QbCT9h8=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-411703-1456405933-8452.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/d/da/Camel_Pressure_Points.jpg,https://img.discogs.com/RSqPSgZDvjgjXIKR-tk9Y5Ctz3E=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2452821-1392970062-7330.jpeg.jpg,65 ZŁ
Camel,Rain Dances,USA,EX,,http://www.progarchives.com/progressive_rock_discography_covers/50/cover_56062542016_r.jpg,https://upload.wikimedia.org/wikipedia/en/7/7a/Camel_Raindances.jpg,https://img.discogs.com/wTGOysjucjIoYTPF7QBMwTxYEAw=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-950329-1176965069.jpeg.jpg,45 ZŁ
Camel,Snow Goose,GER,NM,,https://www.udiscovermusic.com/wp-content/uploads/2014/08/Camel-The-Snow-Goose-Album-Cover-web-730-optimised.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Camel_TheSnowGoose.jpg/220px-Camel_TheSnowGoose.jpg,http://www.progarchives.com/progressive_rock_discography_covers/50/cover_5425172642016_r.jpg,70 ZŁ
Camel,Snow Goose,USA,NM,,https://www.udiscovermusic.com/wp-content/uploads/2014/08/Camel-The-Snow-Goose-Album-Cover-web-730-optimised.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Camel_TheSnowGoose.jpg/220px-Camel_TheSnowGoose.jpg,http://www.progarchives.com/progressive_rock_discography_covers/50/cover_5425172642016_r.jpg,80 ZŁ
Cardinal Sin,Doggyhead,USA,FOLIA,,https://img.discogs.com/L8Y-ZxceCAFTVjVBhPw1UQ_uc7s=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1833415-1246517790.jpeg.jpg,https://i.ebayimg.com/images/g/624AAMXQDjhQ6a5B/s-l300.jpg,https://images-na.ssl-images-amazon.com/images/I/71ktcXbJQoL._SL1500_.jpg,50 ZŁ
Cassandra Wilson,Blue Skies,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Blueskiescassandrawilson.jpg/220px-Blueskiescassandrawilson.jpg,https://img.discogs.com/h-DOdrSmrvGFJqgY8QBRxG3G4TI=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-5082566-1409336782-4281.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/314ERW3KY0L.jpg,100 ZŁ
CCR,Cosmo Factory,UK,EX-,,https://upload.wikimedia.org/wikipedia/en/thumb/4/42/Creedence_Clearwater_Revival_-_Cosmo%27s_Factory.jpg/220px-Creedence_Clearwater_Revival_-_Cosmo%27s_Factory.jpg,https://img.discogs.com/c7diJfaF5fGJp513tZRCvVMcHkY=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1018597-1211982323.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/4/42/Creedence_Clearwater_Revival_-_Cosmo%27s_Factory.jpg,60 ZŁ
Ch. Corea / H. Hancock,An Evening With... 2 LP,GER,NM,,https://www.herbiehancock.com/wp-content/uploads/2016/04/Herbie-An-Evening-With-Herbie-and-Chick.jpg,https://i.ytimg.com/vi/PtQa_5iO_Uw/hqdefault.jpg,https://images-na.ssl-images-amazon.com/images/I/81sJ5NL9rPL._SL1500_.jpg,60 ZŁ
Champion Jack Dupree,1945-1946,UK,NM,,https://img.discogs.com/Fc3OWIxVdsvwq9gC7DUH0VN3uLY=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-7603957-1444957267-2717.jpeg.jpg,https://i.ebayimg.com/images/g/ESYAAOSwy3JcE~We/s-l300.jpg,https://img.discogs.com/eJHH11VZhPuYzLm2RBxu1y5gyBw=/fit-in/600x597/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-7603957-1444957267-2717.jpeg.jpg,50 ZŁ
Champion Jack Dupree & Kenn Lending,Rockin,UK,NM,,https://upload.wikimedia.org/wikipedia/commons/e/e4/Champion-jack-dupree-img98-_small.jpg,https://img.discogs.com/t9LmN1Pv52axUKKFIxFqlhhFCug=/600x662/smart/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/A-313154-1345538164-2440.jpeg.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Champion-jack-dupree-img98-_small.jpg/220px-Champion-jack-dupree-img98-_small.jpg,50 ZŁ
Chapter And The Verse,Renewed Testament,UK,NM,,https://img.discogs.com/BUi6Gd3V3Yp4GoanKq2AWd6mtmA=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-441226-1337013932-3343.jpeg.jpg,https://i.ytimg.com/vi/nd1iS7yAcHw/hqdefault.jpg,https://img.discogs.com/16FaK8_94AMB23EQw5A8ANdIFeQ=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-691035-1362691459-1501.jpeg.jpg,40 ZŁ
Charels Mingus,Mingus 2 LP,FRA,EX+,,https://img.discogs.com/ULpAa-RNUiF1RuaPwTh1m8mSBS8=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1355742-1434340189-3474.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/91OkxfjFOyL._SY355_.jpg,https://img.discogs.com/WyeWN_nFjkiL66LuiFAb3UoQZDE=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-989386-1240659019.jpeg.jpg,90 ZŁ
Charles Mingus,Pithecantropus Erectus,ITA,EX+,,https://img.discogs.com/xTR-tNiyS6kFE6CgupJfC5uY2KQ=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-732591-1489436614-6994.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/9/96/Pithecanthropus_Erectus.jpg,https://img.discogs.com/n1ArLYzMHfQLQZqQrCmwaNgdT8M=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-6807936-1427047897-5267.jpeg.jpg,80 ZŁ
Cher,Cher,GER,NM,,https://upload.wikimedia.org/wikipedia/en/3/34/Chercher.jpg,https://img.discogs.com/b5j5HKoiuAFbpxA9PsVwfYN7bNs=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1136855-1196001439.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Chercher.jpg/220px-Chercher.jpg,35 ZŁ
Chick Corea,My Spanish Heart 2 LP,GER,EX,,https://img.discogs.com/5k0WvgUTtgMGZRNIxpd6cLmnAvs=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3068603-1360035094-3530.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/71kKY2CXJyL._SY355_.jpg,https://images.eil.com/large_image/CHICK_COREA_MY%2BSPANISH%2BHEART%2B%2B%2BOBI-515572.jpg,60 ZŁ
Chick Corea i inni,Tones For Joan's Bones,GER,NM,,x-raw-image:///47cfc54256996685d100aa28c8d1a50f4db8ca5ae510ad532f3d649c30ed4288,https://3.bp.blogspot.com/-xwOcnaAchJU/W9hO6LdhDlI/AAAAAAAAaf8/QoG-FOo4f1cts-pYN5Iq2DM8ugddqyAhACLcBGAs/s1600/SinLoveANIM.gif,x-raw-image:///2ad1cc56364e1447fe067805101091934348d996d746936a31b97cbf283b50e2,60 ZŁ
Christian Death,All The Love...,GER,EX+,,https://img.discogs.com/D_dj_-0hwZcE8IsJkxfvQWSrJss=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-802426-1160289619.jpeg.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/d7/b3/6b/d7b36bac-4303-d0ad-476e-608498bf472b/source/1200x1200bb.jpg,https://img.discogs.com/lQua8SxMB-yy2DtYIx7dMYHNJfE=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2133299-1270663436.jpeg.jpg,65 ZŁ
Cock Robin,same,HOL,EX+,,https://upload.wikimedia.org/wikipedia/en/f/f2/Cock_Robin_Album.jpg,https://cdn11.bigcommerce.com/s-8e25iavqdi/images/stencil/original/products/25857/25395/cock-robin-album-cover-sticker__19081.1539692320.jpg?c=2&imbypass=on,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Cock_Robin_Album.jpg/220px-Cock_Robin_Album.jpg,30 ZŁ
